Time,Observed Change,Annual Change,Uniform Annual Change,Uniform Change,Hypothesized Error,Commission Intensity,Omission Intensity
1992_1993,0,0,0.7627861499786377,0.7627861499786377,0.7627861499786377,0,100
1993_1994,2.1127266518305987E-4,2.1127266518305987E-4,0.7627861499786377,0.7627861499786377,0.76257485151290894,0,99.972305297851562
1994_1995,0.6741710901260376,0.6741710901260376,0.7627861499786377,0.7627861499786377,8.8615059852600098E-2,0,11.617287635803223
1995_1996,0.18253958225250244,0.18253958225250244,0.7627861499786377,0.7627861499786377,0.58024656772613525,0,76.069366455078125
1996_1997,0.33697989583015442,0.33697989583015442,0.7627861499786377,0.7627861499786377,0.42580625414848328,0,55.822494506835938
1997_1998,1.5792632102966309,1.5792632102966309,0.7627861499786377,0.7627861499786377,0.81647706031799316,51.699871063232422,0
1998_1999,1.1774225234985352,1.1774225234985352,0.7627861499786377,0.7627861499786377,0.41463637351989746,35.215599060058594,0
1999_2000,2.7716860771179199,2.7716860771179199,0.7627861499786377,0.7627861499786377,2.0088999271392822,72.479347229003906,0
2000_2001,2.3309712409973145,2.3309712409973145,0.7627861499786377,0.7627861499786377,1.5681850910186768,67.276039123535156,0
2001_2002,3.2487397193908691,3.2487397193908691,0.7627861499786377,0.7627861499786377,2.4859535694122314,76.520553588867188,0
2002_2003,0.36529043316841125,0.36529043316841125,0.7627861499786377,0.7627861499786377,0.39749571681022644,0,52.111030578613281
2003_2004,2.7995741367340088,2.7995741367340088,0.7627861499786377,0.7627861499786377,2.0367879867553711,72.753494262695312,0
2004_2005,0.2007090300321579,0.2007090300321579,0.7627861499786377,0.7627861499786377,0.5620771050453186,0,73.6873779296875
2005_2006,0.10943923890590668,0.10943923890590668,0.7627861499786377,0.7627861499786377,0.65334689617156982,0,85.652694702148438
2006_2007,0.22035738825798035,0.22035738825798035,0.7627861499786377,0.7627861499786377,0.54242873191833496,0,71.11151123046875
2007_2008,0.18930031359195709,0.18930031359195709,0.7627861499786377,0.7627861499786377,0.5734858512878418,0,75.18304443359375
2008_2009,0.23155483603477478,0.23155483603477478,0.7627861499786377,0.7627861499786377,0.53123128414154053,0,69.643547058105469
2009_2010,0.34289553761482239,0.34289553761482239,0.7627861499786377,0.7627861499786377,0.41989061236381531,0,55.046962738037109
2010_2011,0.28902101516723633,0.28902101516723633,0.7627861499786377,0.7627861499786377,0.47376513481140137,0,62.109825134277344
2011_2012,0.1014108806848526,0.1014108806848526,0.7627861499786377,0.7627861499786377,0.66137528419494629,0,86.7052001953125
2012_2013,0.13225668668746948,0.13225668668746948,0.7627861499786377,0.7627861499786377,0.63052946329116821,0,82.661369323730469
2013_2014,0.26007664203643799,0.26007664203643799,0.7627861499786377,0.7627861499786377,0.50270950794219971,0,65.904380798339844
2014_2015,2.1127266518305987E-4,2.1127266518305987E-4,0.7627861499786377,0.7627861499786377,0.76257485151290894,0,99.972305297851562
