Transition level Intensity Analysis for interval:  1996 - 2007 
"","Annual Transition Size for Gain of BRG","Transition Intensity for Gain of  BRG","Uniform Transition Intensity","Transition Behavior for Gain of  BRG"
"BUA","103.181818181818","0.00251368685884375","0.00069611212278388","Target"
"FOR","646.454545454545","3.83859742368089e-05","0.00069611212278388","Avoid"
"MNG","195.181818181818","0.000741625794346166","0.00069611212278388","Target"
"OPM","1.36363636363636","0.000857093880349694","0.00069611212278388","Target"
"RPD","19074.3636363636","0.00102028346460154","0.00069611212278388","Target"
"RBR","135.363636363636","0.000827633740109666","0.00069611212278388","Target"
"SHB","1154.45454545455","0.000188179996396736","0.00069611212278388","Avoid"
"WTR","8380.54545454545","0.0163619253775795","0.00069611212278388","Target"

"","Annual Transition Size for Gain of BUA","Transition Intensity for Gain of  BUA","Uniform Transition Intensity","Transition Behavior for Gain of  BUA"
"BRG","115.545454545455","0.000537605755215537","0.000800723939877563","Avoid"
"FOR","1231.72727272727","7.3139019116091e-05","0.000800723939877563","Avoid"
"MNG","825.272727272727","0.00313576104381672","0.000800723939877563","Target"
"OPM","0","0","0.000800723939877563","Avoid"
"RPD","20182.8181818182","0.00107957445147534","0.000800723939877563","Target"
"RBR","9","5.50273608266332e-05","0.000800723939877563","Avoid"
"SHB","11762.6363636364","0.00191734951994466","0.000800723939877563","Target"
"WTR","165.090909090909","0.000322318535197149","0.000800723939877563","Avoid"

"","Annual Transition Size for Gain of FOR","Transition Intensity for Gain of  FOR","Uniform Transition Intensity","Transition Behavior for Gain of  FOR"
"BRG","22.8181818181818","0.000106167619637372","0.00395500709238606","Avoid"
"BUA","12.6363636363636","0.000307843588880424","0.00395500709238606","Avoid"
"MNG","443.090909090909","0.00168359763467313","0.00395500709238606","Avoid"
"OPM","17.1818181818182","0.0107993828924061","0.00395500709238606","Target"
"RPD","4615.18181818182","0.000246865048029371","0.00395500709238606","Avoid"
"RBR","2666.36363636364","0.0163025504347995","0.00395500709238606","Target"
"SHB","94823.4545454545","0.0154565438760207","0.00395500709238606","Target"
"WTR","334.272727272727","0.000652624038502156","0.00395500709238606","Avoid"

"","Annual Transition Size for Gain of MNG","Transition Intensity for Gain of  MNG","Uniform Transition Intensity","Transition Behavior for Gain of  MNG"
"BRG","10.5454545454545","4.9065513457909e-05","0.000324105705553077","Avoid"
"BUA","8.54545454545454","0.000208181995357984","0.000324105705553077","Avoid"
"FOR","289.090909090909","1.71659960727116e-05","0.000324105705553077","Avoid"
"OPM","6.36363636363636","0.00399977144163191","0.000324105705553077","Target"
"RPD","11404.6363636364","0.000610031460207075","0.000324105705553077","Target"
"RBR","15.0909090909091","9.22680999719305e-05","0.000324105705553077","Avoid"
"SHB","717.545454545455","0.000116962336527241","0.000324105705553077","Avoid"
"WTR","1356.45454545455","0.00264830113638582","0.000324105705553077","Target"

"","Annual Transition Size for Gain of OPM","Transition Intensity for Gain of  OPM","Uniform Transition Intensity","Transition Behavior for Gain of  OPM"
"BRG","2.72727272727273","1.26893569287696e-05","0.000620734076945432","Avoid"
"BUA","2.27272727272727","5.53675519569108e-05","0.000620734076945432","Avoid"
"FOR","8625.54545454545","0.000512178262067594","0.000620734076945432","Avoid"
"MNG","5445.27272727273","0.0206902197623412","0.000620734076945432","Target"
"RPD","7341.09090909091","0.000392673318464115","0.000620734076945432","Avoid"
"RBR","600.545454545455","0.0036718257133408","0.000620734076945432","Target"
"SHB","4423.09090909091","0.000720978781375447","0.000620734076945432","Target"
"WTR","167.727272727273","0.000327465692422213","0.000620734076945432","Avoid"

"","Annual Transition Size for Gain of RPD","Transition Intensity for Gain of  RPD","Uniform Transition Intensity","Transition Behavior for Gain of  RPD"
"BRG","12708.7272727273","0.059130711373809","0.00929721406337439","Target"
"BUA","1813.18181818182","0.0441722329512234","0.00929721406337439","Target"
"FOR","28101.9090909091","0.00166866977106688","0.00929721406337439","Avoid"
"MNG","9202.72727272727","0.0349672935079936","0.00929721406337439","Target"
"OPM","15.6363636363636","0.00982800982800983","0.00929721406337439","Target"
"RBR","5536.63636363636","0.0338518318830752","0.00929721406337439","Target"
"SHB","154881.363636364","0.0252461862320763","0.00929721406337439","Target"
"WTR","12474.3636363636","0.0243545731072039","0.00929721406337439","Target"

"","Annual Transition Size for Gain of RBR","Transition Intensity for Gain of  RBR","Uniform Transition Intensity","Transition Behavior for Gain of  RBR"
"BRG","4.90909090909091","2.28408424717852e-05","0.000234090017325497","Avoid"
"BUA","0","0","0.000234090017325497","Avoid"
"FOR","4699.90909090909","0.000279076990868905","0.000234090017325497","Target"
"MNG","422.636363636364","0.00160587718580127","0.000234090017325497","Target"
