Time,Observed Change,Annual Change,Uniform Annual Change,Uniform Change,Hypothesized Error,Commission Intensity,Omission Intensity
1992_1993,0,0,0.68495690822601318,0.68495690822601318,0.68495690822601318,0,100
1993_1994,0,0,0.68495690822601318,0.68495690822601318,0.68495690822601318,0,100
1994_1995,0.86061775684356689,0.86061775684356689,0.68495690822601318,0.68495690822601318,0.17566084861755371,20.411018371582031,0
1995_1996,0.18863485753536224,0.18863485753536224,0.68495690822601318,0.68495690822601318,0.49632203578948975,0,72.460334777832031
1996_1997,0.36896795034408569,0.36896795034408569,0.68495690822601318,0.68495690822601318,0.31598895788192749,0,46.132675170898438
1997_1998,1.4551173448562622,1.4551173448562622,0.68495690822601318,0.68495690822601318,0.77016043663024902,52.927719116210938,0
1998_1999,1.2650988101959229,1.2650988101959229,0.68495690822601318,0.68495690822601318,0.58014190196990967,45.857437133789062,0
1999_2000,2.829984188079834,2.829984188079834,0.68495690822601318,0.68495702743530273,2.1450271606445312,75.796432495117188,0
2000_2001,1.4993934631347656,1.4993934631347656,0.68495690822601318,0.68495690822601318,0.81443655490875244,54.317733764648438,0
2001_2002,2.1377079486846924,2.1377079486846924,0.68495690822601318,0.68495690822601318,1.4527510404586792,67.958351135253906,0
2002_2003,0.21215657889842987,0.21215657889842987,0.68495690822601318,0.68495690822601318,0.47280031442642212,0,69.026290893554688
2003_2004,2.8050787448883057,2.8050787448883057,0.68495690822601318,0.68495702743530273,2.120121955871582,75.581550598144531,0
2004_2005,0.30301493406295776,0.30301493406295776,0.68495690822601318,0.68495690822601318,0.38194197416305542,0,55.761459350585938
2005_2006,7.3332376778125763E-2,7.3332376778125763E-2,0.68495690822601318,0.68495690822601318,0.61162453889846802,0,89.293869018554688
2006_2007,0.21492382884025574,0.21492382884025574,0.68495690822601318,0.68495690822601318,0.47003307938575745,0,68.622283935546875
2007_2008,0.20247116684913635,0.20247116684913635,0.68495690822601318,0.68495690822601318,0.48248574137687683,0,70.4403076171875
2008_2009,0.26888540387153625,0.26888540387153625,0.68495690822601318,0.68495690822601318,0.41607150435447693,0,60.744186401367188
2009_2010,0.31777364015579224,0.31777364015579224,0.68495690822601318,0.68495690822601318,0.36718326807022095,0,53.606769561767578
2010_2011,0.2236868143081665,0.2236868143081665,0.68495690822601318,0.68495690822601318,0.46127009391784668,0,67.342933654785156
2011_2012,3.5513166338205338E-2,3.5513166338205338E-2,0.68495690822601318,0.68495690822601318,0.64944374561309814,0,94.815269470214844
2012_2013,0.16603557765483856,0.16603557765483856,0.68495690822601318,0.68495690822601318,0.51892131567001343,0,75.75970458984375
2013_2014,0.32515299320220947,0.32515299320220947,0.68495690822601318,0.68495690822601318,0.35980391502380371,0,52.529422760009766
2014_2015,4.6120994375087321E-4,4.6120994375087321E-4,0.68495690822601318,0.68495690822601318,0.68449568748474121,0,99.932662963867188
